== apple-macos-26.5-2x-dark-standard / css  fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a60d759ed0e4373f6/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w25/g3/dryrun/web-captures
scene                                        set           bodyN   bodyW |                  rim native T/B/L/R |                     rim web T/B/L/R | clipN
checkerboard-64__rrect-lg__rest              unassigned   0.0538       - | +0.0657 +0.0404 +0.0554 +0.0552 |                                     |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-sm__rest            unassigned   0.1253       - | +0.1192 +0.1191 +0.1196 +0.1208 |                                     |  0.00  0.00  0.00  0.00
checkerboard-lc16__capsule-button__rest      unassigned   0.1256       - | +0.1189 +0.1198     -       -   |                                     |  0.00  0.00   -     -  
checkerboard-lc16__rrect-md__rest            unassigned   0.0659       - | +0.0715 +0.0721 +0.0781 +0.0667 |                                     |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-ml__rest            unassigned   0.0682       - | +0.0726 +0.0728 +0.0707 +0.0757 |                                     |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-lg__rest            unassigned   0.0709       - | +0.0725 +0.0729 +0.0664 +0.0805 |                                     |  0.00  0.00  0.00  0.00
hc-text-7__rrect-sm__rest                    unassigned   0.1162       - | +0.0833 +0.1021 +0.1020 +0.1051 |                                     |  0.00  0.00  0.00  0.00
hc-text-7__rrect-md__rest                    unassigned   0.0581       - | +0.0659 +0.0754 +0.0526 +0.1022 |                                     |  0.00  0.00  0.00  0.00
hc-text-7__rrect-lg__rest                    unassigned   0.0801       - | +0.0782 +0.0801 +0.0735 +0.1453 |                                     |  0.00  0.00  0.00  0.00
hc-text-28__rrect-sm__rest                   unassigned   0.0974       - | +0.0556 +0.0578 +0.0003 +0.0003 |                                     |  0.00  0.00  0.00  0.00
hc-text-28__rrect-md__rest                   unassigned   0.0558       - | +0.0316 +0.0775 +0.0346 +0.0568 |                                     |  0.00  0.00  0.00  0.00
hc-text-28__rrect-lg__rest                   unassigned   0.0830       - | +0.0951 +0.0942 +0.0823 +0.1563 |                                     |  0.00  0.00  0.00  0.00
hc-text__rrect-sm__rest                      unassigned   0.1202       - | +0.0961 +0.0866 +0.0248 +0.0248 |                                     |  0.00  0.00  0.00  0.00
hc-text__rrect-lg__rest                      unassigned   0.0796       - | +0.0714 +0.0885 +0.0737 +0.1403 |                                     |  0.00  0.00  0.00  0.00
light-solid__rrect-sm__rest                  unassigned   0.9666       - | +0.0293 +0.0293 +0.0293 +0.0293 |                                     |  1.00  1.00  1.00  1.00
light-solid__rrect-lg__rest                  unassigned   0.1052       - | +0.0990 +0.0990 +0.0998 +0.0998 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-sm__rest                   unassigned   0.0110       - | +0.0204 +0.0204 +0.0204 +0.0204 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-lg__rest                   unassigned   0.0110       - | +0.0200 +0.0200 +0.0201 +0.0201 |                                     |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-sm__rest               unassigned   0.0284       - | +0.0400 +0.0400 +0.0400 +0.0400 |                                     |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-md__rest               unassigned   0.0252       - | +0.0372 +0.0372 +0.0375 +0.0375 |                                     |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-lg__rest               unassigned   0.0223       - | +0.0340 +0.0340 +0.0342 +0.0342 |                                     |  0.00  0.00  0.00  0.00
checkerboard-4__capsule-button__rest-tint-orange unassigned   0.4345       - | +0.1280 +0.1280     -       -   |                                     |  0.00  0.00   -     -  
checkerboard-8__capsule-button__rest-tint-orange unassigned   0.4345       - | +0.1299 +0.1299     -       -   |                                     |  0.00  0.00   -     -  
checkerboard-32__capsule-button__rest-tint-orange unassigned   0.4350       - | +0.1266 +0.1266     -       -   |                                     |  0.00  0.00   -     -  
checkerboard-64__capsule-button__rest-tint-orange unassigned   0.4369       - | +0.1408 +0.1444     -       -   |                                     |  0.00  0.00   -     -  
impulse__rrect-sm__rest                      unassigned   0.0070       - | +0.0163 +0.0169 +0.0136 +0.0136 |                                     |  0.00  0.00  0.00  0.00
impulse__rrect-ml__rest                      unassigned   0.0071       - | +0.0163 +0.0163 +0.0183 +0.0184 |                                     |  0.00  0.00  0.00  0.00
impulse__rrect-lg__rest                      unassigned   0.0051       - | +0.0126 +0.0125 +0.0126 +0.0126 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-48__rest                   unassigned   0.0110       - | +0.0204 +0.0204 +0.0204 +0.0204 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-64__rest                   unassigned   0.0110       - | +0.0204 +0.0204 +0.0204 +0.0204 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-80__rest                   unassigned   0.0169       - | +0.0271 +0.0271 +0.0273 +0.0273 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-ml__rest                   unassigned   0.0130       - | +0.0231 +0.0231 +0.0232 +0.0232 |                                     |  0.00  0.00  0.00  0.00
dark-solid__rrect-md-clear20__rest           unassigned   0.0144       - | -0.0053 +0.0018 +0.0173 +0.0050 |                                     |  0.00  0.00  0.00  0.00

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a60d759ed0e4373f6/packages/calibration/results/2026-09-09-w25-thick-span-composite/g3/canonical-reads/apple-macos-26.5-2x-dark-standard-css-after.json
