== apple-macos-26.5-1x-dark-standard / css / after   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w26/g2/cand/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
checkerboard__rrect-md__rest             calibration native  0.0468  0.4622  0.8584  0.2520  0.2520  0.4459  0.6613  0.7831  0.7840  0.4201  0.0085  0.0072  0.3855  0.4813  0.8074  0.6852  0.0587  119.37     NNE  0.008
checkerboard__rrect-md__rest             calibration web     0.0484  0.4414  0.5792  0.0955  0.0377  0.0306  0.0339  0.0735  0.0609  0.0259 -0.0137 -0.0242  0.1244  0.4470  0.7527  0.6908  0.0308     inf     WNW -0.032
photo__rrect-md__rest                    calibration native  0.0466  0.0750  0.0756  0.1714  0.2294  0.3686  0.2443  0.1715  0.1608  0.1240  0.1385  0.1447  0.1907  0.0963  0.0857  0.1082  0.0830    4.92       E  0.203
photo__rrect-md__rest                    calibration web     0.0396  0.0688  0.0515  0.0532  0.0424  0.0466  0.0179  0.0112  0.0087  0.0162  0.0225  0.0500  0.1416  0.0913  0.0528  0.0626  0.0494   16.24     WSW  0.062
dark-solid__capsule-button__rest-tint-orange calibration native  0.4243  0.0859  0.0249  0.0077  0.0181  0.0460  0.0486  0.0815  0.0558  0.0860  0.0243  0.0075  0.0186  0.0455  0.0472  0.0854  0.0530   11.41       S  0.088
dark-solid__capsule-button__rest-tint-orange calibration web     0.4275  0.0316  0.0177  0.0226  0.0208  0.0038  0.0040  0.0011  0.0043  0.0302  0.0199  0.0233  0.0177  0.0193  0.0200  0.0259  0.0204   29.84       N  0.034
checkerboard__capsule-button__rest-tint-orange calibration native  0.4343  0.3239  0.3796  0.0056  0.4817  0.5020  0.0501  0.0862  0.1453  0.3073  0.4671  0.5113  0.5164  0.1023  0.1232  0.5248  0.2338   93.49      NW  0.011
checkerboard__capsule-button__rest-tint-orange calibration web     0.4276  0.2790  0.2444  0.0089  0.0079  0.0013  0.0013  0.0003  0.0014  0.0117  0.0075  0.0210  0.2700  0.0384  0.0693  0.5445  0.1957 2009.64      NW  0.000
photo__capsule-button__rest-tint-orange  calibration native  0.4343  0.1041  0.0270  0.0108  0.0332  0.1000  0.1018  0.1280  0.1093  0.1036  0.0247  0.0084  0.0206  0.0655  0.0626  0.0951  0.0650   15.30      SE  0.065
photo__capsule-button__rest-tint-orange  calibration web     0.4275  0.0092  0.0045  0.0061  0.0055  0.0006  0.0009  0.0003  0.0010  0.0088  0.0053  0.0062  0.0046  0.0052  0.0053  0.0072  0.0053   28.22       N  0.035
checkerboard-4__rrect-sm__rest           calibration native  0.0994  0.5004  0.8829  0.8383  0.8054  0.5048  0.5318  0.0288  0.4614  0.4874  0.8566  0.8271  0.7974  0.5044  0.5351  0.0288  0.4646   30.67     NNE  0.033
checkerboard-4__rrect-sm__rest           calibration web     0.0768  0.4792  0.6864  0.2309  0.0325  0.0436  0.0137  0.0082  0.0125  0.0464  0.0344  0.2333  0.6475  0.4828  0.3416  0.0180  0.2562   83.44     NNE  0.012
checkerboard-4__capsule-button__rest     calibration native  0.0998  0.4819  0.7090  0.5125  0.6855  0.5504  0.4048  0.5064  0.3731  0.4690  0.6587  0.4890  0.6717  0.5221  0.4409  0.5221  0.3492    2.03     NNE  0.493
checkerboard-4__capsule-button__rest     calibration web     0.0734  0.4697  0.3612  0.0883  0.0525  0.0116  0.0175  0.0205  0.0200  0.0431  0.0456  0.0695  0.4729  0.4755  0.4117  0.5458  0.3306   47.09      NW  0.021
checkerboard-4__rrect-md__rest           calibration native  0.0451  0.4769  0.6908  0.6057  0.6852  0.4718  0.4092  0.4204  0.4030  0.4328  0.6114  0.5461  0.6612  0.4687  0.4433  0.4133  0.4421    1.71     NNE  0.583
checkerboard-4__rrect-md__rest           calibration web     0.0507  0.4535  0.4857  0.0804  0.0464  0.0275  0.0211  0.0276  0.0207  0.0282  0.0448  0.0825  0.4850  0.4326  0.3503  0.4321  0.3624   23.50     NNE  0.043
checkerboard-4__rrect-ml__rest           calibration native  0.0458  0.4631  0.5136  0.2285  0.5078  0.4536  0.5070  0.6563  0.4726  0.4011  0.4351  0.2117  0.4650  0.4518  0.5258  0.7254  0.5211    3.43      NW  0.292
checkerboard-4__rrect-ml__rest           calibration web     0.0495  0.4523  0.3679  0.0906  0.0444  0.0273  0.0235  0.0351  0.0234  0.0280  0.0450  0.0883  0.3516  0.4332  0.4996  0.7425  0.4922   31.74      NW  0.032
checkerboard-4__rrect-lg__rest           calibration native  0.0468  0.4606  0.4241  0.2037  0.4014  0.4509  0.5461  0.6508  0.5243  0.3891  0.3458  0.1773  0.3762  0.4484  0.5803  0.7326  0.5903    4.13      NW  0.242
checkerboard-4__rrect-lg__rest           calibration web     0.0502  0.4433  0.3206  0.0968  0.0500  0.0257  0.0276  0.0433  0.0273  0.0267  0.0504  0.1038  0.3211  0.4230  0.5783  0.7268  0.5746   28.33      NW  0.035
checkerboard-8__rrect-sm__rest           calibration native  0.1045  0.4749  0.8778  0.8290  0.8001  0.5609  0.7921  0.8105  0.8515  0.4601  0.0365  0.0233  0.3939  0.4145  0.5135  0.0618  0.0968   37.66     NNE  0.027
checkerboard-8__rrect-sm__rest           calibration web     0.0757  0.4637  0.6995  0.2419  0.0354  0.0435  0.0123  0.0262  0.0386  0.0450  0.0042  0.0158  0.1402  0.4171  0.3508  0.0165  0.0059  166.48     NNE  0.006
checkerboard-8__capsule-button__rest     calibration native  0.1036  0.4861  0.1433  0.1689  0.1546  0.7854  0.1332  0.1739  0.2008  0.4753  0.7929  0.7291  0.8113  0.2083  0.8103  0.7892  0.8504    6.39     NNW  0.157
checkerboard-8__capsule-button__rest     calibration web     0.0736  0.4671  0.1077  0.0463  0.0337  0.0309  0.0249  0.0125  0.0336  0.0451  0.0572  0.1277  0.5483  0.1191  0.8295  0.7851  0.8613   68.80     NNW  0.015
checkerboard-8__rrect-md__rest           calibration native  0.0467  0.4618  0.0402  0.2045  0.4179  0.4907  0.4104  0.2222  0.0520  0.4180  0.7822  0.6518  0.6621  0.4499  0.6686  0.7599  0.8672   21.56     NNW  0.046
checkerboard-8__rrect-md__rest           calibration web     0.0494  0.4408  0.0283  0.0844  0.0380  0.0318  0.0289  0.0276  0.0252  0.0272  0.0606  0.1584  0.4928  0.4350  0.6780  0.7578  0.8774   34.82     NNW  0.029
checkerboard-8__rrect-ml__rest           calibration native  0.0470  0.4421  0.5083  0.3525  0.7952  0.4559  0.7562  0.3487  0.4703  0.3835  0.3398  0.4585  0.1884  0.4483  0.2157  0.5185  0.3906    4.22     ENE  0.237
checkerboard-8__rrect-ml__rest           calibration web     0.0489  0.4384  0.3826  0.0805  0.0519  0.0263  0.0303  0.0353  0.0312  0.0262  0.0529  0.1517  0.0866  0.4161  0.1605  0.5779  0.4256   22.06      NW  0.045
checkerboard-8__rrect-lg__rest           calibration native  0.0478  0.4337  0.2924  0.4291  0.2815  0.4289  0.2622  0.4137  0.2601  0.3674  0.4980  0.3259  0.5393  0.3652  0.5951  0.4249  0.6345    2.44     NNW  0.410
checkerboard-8__rrect-lg__rest           calibration web     0.0489  0.4317  0.1613  0.1275  0.0543  0.0250  0.0327  0.0506  0.0327  0.0256  0.0558  0.0888  0.4021  0.3843  0.6266  0.4730  0.6497   25.98     NNW  0.038
checkerboard-32__rrect-sm__rest          calibration native  0.1114  0.4271 -0.0680 -0.0684  0.6323  0.6331  0.5766  0.7987  0.8446  0.5015  0.0296  0.0127  0.6558  0.4111  0.6506  0.8153  0.8709     inf     NNW -0.079
checkerboard-32__rrect-sm__rest          calibration web     0.0764  0.4495 -0.0139 -0.0005  0.0459  0.0522  0.0432  0.0444  0.0501  0.0421 -0.0307 -0.0274  0.6648  0.3361  0.5165  0.9059  0.9059     inf      NW -0.034
checkerboard-32__capsule-button__rest    calibration native  0.1124  0.4484  0.8691  0.8458  0.8509  0.8122  0.1125  0.1285  0.1158  0.4950  0.8429  0.8368  0.8418  0.0451 -0.0227 -0.0301 -0.0082     inf     NNE -0.035
checkerboard-32__capsule-button__rest    calibration web     0.0737  0.4466  0.6114  0.2242  0.1201  0.0486 -0.0300 -0.0476 -0.0461  0.0406  0.1200  0.2215  0.5938  0.0504 -0.0305 -0.0282 -0.0319     inf     NNE -0.078
checkerboard-32__rrect-md__rest          calibration native  0.0496  0.4697  0.8553  0.8287  0.8437  0.4405  0.4302 -0.0044  0.0187  0.4109  0.7761  0.7706  0.4168  0.4311 -0.0069 -0.0104  0.0126     inf     NNE -0.012
checkerboard-32__rrect-md__rest          calibration web     0.0492  0.4257  0.5889  0.2192  0.1143  0.0247  0.0199 -0.0281 -0.0189  0.0256  0.1005  0.2330  0.2404  0.4056 -0.0279 -0.0315 -0.0105     inf     NNE -0.054
checkerboard-32__rrect-ml__rest          calibration native  0.0503  0.4333  0.4070  0.0695  0.0191  0.3798  0.7698  0.7374  0.3716  0.3918  0.3938 -0.0015 -0.0238  0.4460  0.7914  0.7827  0.5148     inf     WNW -0.030
checkerboard-32__rrect-ml__rest          calibration web     0.0480  0.4399  0.2262  0.0275 -0.0275  0.0186  0.0891  0.1100  0.0371  0.0238  0.0330 -0.0308 -0.0355  0.4434  0.8635  0.8628  0.5167     inf     WNW -0.041
checkerboard-32__rrect-lg__rest          calibration native  0.0508  0.4379  0.8345  0.2033  0.4530  0.4239  0.0381  0.4196  0.0366  0.3552  0.6431  0.3106  0.6971  0.3540  0.3683  0.5990  0.0101   82.86     NNE  0.012
checkerboard-32__rrect-lg__rest          calibration web     0.0485  0.4151  0.5539  0.0558  0.0348  0.0267 -0.0193  0.0622 -0.0192  0.0240  0.1022  0.0844  0.5090  0.3610  0.3940  0.6809 -0.0110     inf      NW -0.028
checkerboard-64__rrect-sm__rest          calibration native  0.1611  0.8208  0.8211  0.7777  0.5109  0.1559  0.6002  0.7599  0.7948  0.7948  0.7948  0.7653  0.5044  0.1560  0.6049  0.7729  0.8211    5.27     NNE  0.190
checkerboard-64__rrect-sm__rest          calibration web     0.1221  0.8601  0.6545  0.2014 -0.0026 -0.0047 -0.0026 -0.0022  0.0033  0.0476  0.0411  0.2294  0.1081  0.0562  0.4678  0.8601  0.8601     inf      NW -0.005
checkerboard-64__capsule-button__rest    calibration native  0.1317  0.6242 -0.0977 -0.1023 -0.0908 -0.0644 -0.0694 -0.0725 -0.0828  0.6025 -0.0979 -0.1025 -0.0910 -0.0648 -0.0692 -0.0713 -0.0836     inf       N -0.164
checkerboard-64__capsule-button__rest    calibration web     0.0783  0.6739 -0.0440 -0.0437 -0.0446 -0.0580 -0.0580 -0.0601 -0.0561  0.0579 -0.0436 -0.0431 -0.0456 -0.0391 -0.0449 -0.0408 -0.0425     inf       N -0.089
checkerboard-64__rrect-md__rest          calibration native  0.0482  0.4915  0.8577  0.8311  0.8429  0.0689  0.4111  0.7716  0.7767  0.4470  0.7750  0.7667  0.3845  0.0684  0.8489  0.8365  0.8662   12.67     NNW  0.079
checkerboard-64__rrect-md__rest          calibration web     0.0472  0.4223  0.5953  0.2224  0.1158 -0.0225  0.0372  0.0967  0.0856  0.0269  0.1161  0.2354  0.2417  0.0292  0.8717  0.8816  0.8804     inf      NW -0.025
checkerboard-64__rrect-ml__rest          calibration native  0.0505  0.5733  0.4918  0.0302  0.0177  0.5824 -0.0151 -0.0014  0.3890  0.4948  0.3832 -0.0026 -0.0259  0.5758  0.0184  0.0302  0.4830     inf       E -0.044
checkerboard-64__rrect-ml__rest          calibration web     0.0466  0.5460  0.3675 -0.0299 -0.0384  0.0532 -0.0383 -0.0342  0.0225  0.0394  0.0335 -0.0299 -0.0346  0.6084 -0.0367 -0.0273  0.4767     inf       W -0.063
checkerboard-64__rrect-lg__rest          calibration native  0.0531  0.4766  0.0166 -0.0097 -0.0115  0.4575  0.0125  0.0004  0.0176  0.4029 -0.0038 -0.0240 -0.0079  0.4548  0.0158  0.0257  0.0541     inf       N -0.050
checkerboard-64__rrect-lg__rest          calibration web     0.0474  0.4701 -0.0426 -0.0419 -0.0431  0.0355 -0.0463 -0.0472 -0.0463  0.0312 -0.0428 -0.0420 -0.0425  0.4763 -0.0424 -0.0421 -0.0422     inf       W -0.099
checkerboard-lc16__rrect-sm__rest        calibration native  0.1253  0.3868  0.0870  0.0853  0.3311  0.2646  0.5129  0.1764  0.1678  0.3813  0.6248  0.6011  0.4222  0.4857  0.5937  0.6161  0.6429    7.54     NNW  0.133
checkerboard-lc16__rrect-sm__rest        calibration web     0.1177  0.3725  0.0784  0.0618  0.0696  0.0738  0.0130 -0.0087 -0.0150  0.0842  0.0902  0.2252  0.1489  0.4897  0.6041  0.6504  0.6504     inf      NW -0.023
checkerboard-lc16__capsule-button__rest  calibration native  0.1256  0.3839  0.4753  0.0852  0.5884  0.6077  0.1597  0.1786  0.2442  0.3625  0.5825  0.6187  0.6200  0.1729  0.2213  0.6302  0.3150    7.40      NW  0.135
checkerboard-lc16__capsule-button__rest  calibration web     0.1145  0.3703  0.3587  0.0531  0.0862  0.0298 -0.0027 -0.0002  0.0253  0.0785  0.0768  0.1722  0.4371  0.1257  0.1570  0.6472  0.2882     inf      NW -0.004
checkerboard-lc16__rrect-md__rest        calibration native  0.0657  0.3998  0.6519  0.2796  0.2828  0.3842  0.5324  0.6004  0.6004  0.3631  0.1332  0.1255  0.3519  0.4049  0.6228  0.5493  0.1749    5.19     NNE  0.193
checkerboard-lc16__rrect-md__rest        calibration web     0.0727  0.3902  0.4585  0.0981  0.0301  0.0446  0.0095  0.0148  0.0170  0.0469  0.0177  0.0425  0.1594  0.3716  0.5801  0.5366  0.1290   60.77     WNW  0.016
checkerboard-lc16__rrect-ml__rest        calibration native  0.0680  0.3852  0.4245  0.6057  0.6150  0.4071  0.5736  0.1617  0.3799  0.3336  0.3190  0.5491  0.2312  0.3651  0.2277  0.1838  0.3719    3.80     ENE  0.263
checkerboard-lc16__rrect-ml__rest        calibration web     0.0729  0.3882  0.3338  0.1222  0.0456  0.0457  0.0136 -0.0032  0.0100  0.0468  0.0396  0.1547  0.1982  0.3442  0.1741  0.1542  0.3772     inf       N -0.008
checkerboard-lc16__rrect-lg__rest        calibration native  0.0707  0.3745  0.2111  0.2499  0.3988  0.3668  0.1565  0.3691  0.1542  0.3194  0.5170  0.3077  0.5522  0.3294  0.3487  0.4987  0.5660    3.67     NNW  0.272
checkerboard-lc16__rrect-lg__rest        calibration web     0.0738  0.3838  0.1057  0.0943  0.0601  0.0460  0.0186  0.0654  0.0187  0.0469  0.0936  0.1041  0.3897  0.3433  0.3564  0.5303  0.5929   31.89     NNW  0.031
hc-text-7__rrect-sm__rest                calibration native  0.1161  0.8658  0.8662  0.8198  0.8574  0.6170  0.8486  0.7576  0.1476  0.1098  0.0895  0.7402  0.5821  0.5469  0.1698  0.8143  0.8662    9.68     NNE  0.103
hc-text-7__rrect-sm__rest                calibration web     0.1160  0.8662  0.6782  0.2826  0.1199  0.0936  0.0396  0.0281  0.0281  0.0455  0.0251  0.2140  0.4375  0.5520  0.1303  0.8662  0.8662   34.53       N  0.029
hc-text-7__rrect-md__rest                calibration native  0.0587  0.8716  0.2938  0.6250  0.6907  0.6979  0.8246  0.5517  0.7128  0.7967  0.6965  0.4581  0.5091  0.4824  0.5365  0.6346  0.3040    2.97       N  0.337
hc-text-7__rrect-md__rest                calibration web     0.0681  0.8577  0.2691  0.1143  0.0717  0.0719  0.0692  0.0765  0.0570  0.0735  0.0842  0.1578  0.3696  0.4806  0.5255  0.6554  0.2877   15.05       N  0.066
hc-text-7__rrect-lg__rest                calibration native  0.0802  0.3944  0.8183  0.7903  0.7884  0.7668  0.7464  0.7127  0.7084  0.6834  0.3955  0.3964  0.5024  0.4565  0.4940  0.4648  0.7293    2.07     NNE  0.482
hc-text-7__rrect-lg__rest                calibration web     0.0731  0.3616  0.5543  0.2381  0.1412  0.0857  0.0941  0.1244  0.0938  0.0504  0.0460  0.1126  0.3117  0.4706  0.5137  0.4848  0.7393   16.06     NNW  0.062
hc-text-28__rrect-sm__rest               calibration native  0.1163  0.8656  0.8660  0.8226  0.8572  0.3687  0.8484  0.8047  0.8397  0.8397  0.8397  0.8102  0.8484  0.3762  0.8572  0.8178  0.8660    2.35     NNE  0.426
hc-text-28__rrect-sm__rest               calibration web     0.1028  0.8794  0.6914  0.2956  0.1312  0.0829  0.0692  0.0645  0.0680  0.1522  0.1257  0.2988  0.7201  0.3807  0.8794  0.8794  0.8794   13.64       N  0.073
hc-text-28__rrect-md__rest               calibration native  0.0556  0.8747  0.8626  0.8350  0.8545  0.7003  0.8277  0.7970  0.8038  0.3356  0.7409  0.7786  0.8123  0.4249  0.4429  0.8355  0.8688    2.61       N  0.384
hc-text-28__rrect-md__rest               calibration web     0.0686  0.8573  0.5862  0.2249  0.1285  0.0729  0.0651  0.0899  0.0781  0.0571  0.0741  0.2220  0.5748  0.4156  0.4295  0.8704  0.8695   15.24      NW  0.066
hc-text-28__rrect-lg__rest               calibration native  0.0827  0.8139  0.8158  0.7884  0.7859  0.7644  0.7439  0.7090  0.7060  0.2414  0.1392  0.7047  0.3292  0.4850  0.1111  0.7869  0.8152    7.34     NNE  0.136
hc-text-28__rrect-lg__rest               calibration web     0.0766  0.8382  0.5513  0.2349  0.1377  0.0822  0.0906  0.1210  0.0903  0.0166  0.0147  0.1861  0.1511  0.4886  0.1124  0.8494  0.8519   57.94     NNW  0.017
hc-text__rrect-sm__rest                  calibration native  0.1250  0.8569  0.6042  0.0338  0.1143  0.5964  0.6679  0.0432  0.0433  0.0661  0.0433  0.0432  0.6570  0.5955  0.1417  0.0460  0.6136   25.38       N  0.039
hc-text__rrect-sm__rest                  calibration web     0.1179  0.8643  0.5912  0.0011  0.0148  0.0764  0.0161  0.0029 -0.0060  0.0271  0.0013  0.0157  0.5899  0.6137  0.1005 -0.0066  0.6038     inf       N -0.008
hc-text__rrect-lg__rest                  calibration native  0.0804  0.1663  0.8181  0.7888  0.7882  0.7666  0.7462  0.7128  0.7083  0.7034  0.7060  0.2720  0.4190  0.4754  0.4919  0.3888  0.8161    4.92     NNE  0.203
hc-text__rrect-lg__rest                  calibration web     0.0742  0.1301  0.5531  0.2380  0.1410  0.0841  0.0931  0.1234  0.0928  0.0763  0.1193  0.1170  0.2316  0.4832  0.5176  0.4245  0.8256   10.82     NNW  0.092
light-solid__rrect-sm__rest              calibration native  0.9666  0.0334  0.0334  0.0321  0.0334  0.0334  0.0334  0.0321  0.0334  0.0334  0.0334  0.0321  0.0334  0.0334  0.0334  0.0321  0.0334    1.04     NNE  0.962
light-solid__rrect-sm__rest              calibration web     0.1732  0.7012  0.5499  0.2334  0.1025  0.1206  0.0213  0.0119  0.0157  0.1347  0.0909  0.2348  0.5721  0.6963  0.7012  0.7012  0.7012   58.87       N  0.017
light-solid__rrect-lg__rest              calibration native  0.1052  0.6903  0.6955  0.6716  0.6690  0.6501  0.6318  0.6040  0.5991  0.5983  0.5989  0.6021  0.6318  0.6434  0.6689  0.6737  0.6957    1.16     NNW  0.860
light-solid__rrect-lg__rest              calibration web     0.1056  0.7142  0.4678  0.2041  0.1164  0.0677  0.0593  0.0879  0.0593  0.0707  0.1162  0.2064  0.4384  0.6909  0.7145  0.7242  0.7269   12.26     NNW  0.082
dark-solid__rrect-sm__rest               calibration native  0.0110  0.0198  0.0042  0.0016  0.0037  0.0192  0.0206  0.0222  0.0218  0.0198  0.0039  0.0014  0.0036  0.0192  0.0208  0.0225  0.0222   15.59      NW  0.064
dark-solid__rrect-sm__rest               calibration web     0.0117  0.0036  0.0029  0.0026  0.0022  0.0030  0.0003  0.0000  0.0002  0.0034  0.0022  0.0026  0.0030  0.0036  0.0026  0.0020  0.0027     inf       N  0.000
dark-solid__rrect-lg__rest               calibration native  0.0110  0.0188  0.0024  0.0009  0.0031  0.0181  0.0214  0.0201  0.0208  0.0188  0.0021  0.0006  0.0029  0.0181  0.0213  0.0217  0.0218   34.25     NNW  0.029
dark-solid__rrect-lg__rest               calibration web     0.0130  0.0054  0.0037  0.0041  0.0034  0.0049  0.0007  0.0002  0.0007  0.0053  0.0035  0.0040  0.0037  0.0054  0.0040  0.0039  0.0039   33.29       N  0.030
mid-dark-solid__rrect-sm__rest           calibration native  0.0284  0.0406  0.0294  0.0286  0.0294  0.0416  0.0601  0.0625  0.0598  0.0406  0.0294  0.0282  0.0294  0.0416  0.0601  0.0628  0.0598    2.22      NW  0.449
mid-dark-solid__rrect-sm__rest           calibration web     0.0331  0.0247  0.0214  0.0149  0.0109  0.0137  0.0011  0.0008  0.0015  0.0157  0.0109  0.0145  0.0218  0.0247  0.0247  0.0247  0.0247   32.50      NW  0.031
mid-dark-solid__rrect-md__rest           calibration native  0.0252  0.0396  0.0307  0.0300  0.0296  0.0397  0.0527  0.0591  0.0543  0.0386  0.0275  0.0271  0.0286  0.0398  0.0551  0.0622  0.0555    2.29      NW  0.436
mid-dark-solid__rrect-md__rest           calibration web     0.0242  0.0305  0.0252  0.0144  0.0100  0.0113  0.0016  0.0004  0.0014  0.0120  0.0097  0.0144  0.0234  0.0279  0.0307  0.0320  0.0318   78.45      NW  0.013
mid-dark-solid__rrect-lg__rest           calibration native  0.0223  0.0377  0.0322  0.0305  0.0305  0.0369  0.0538  0.0543  0.0521  0.0354  0.0259  0.0266  0.0281  0.0369  0.0549  0.0574  0.0561    2.22      NW  0.451
mid-dark-solid__rrect-lg__rest           calibration web     0.0242  0.0288  0.0237  0.0140  0.0089  0.0113  0.0015  0.0002  0.0015  0.0120  0.0088  0.0136  0.0213  0.0271  0.0290  0.0303  0.0302  133.59      NW  0.007
checkerboard-4__capsule-button__rest-tint-orange calibration native  0.4339  0.3247  0.4250  0.2612  0.4142  0.3175  0.2251  0.3336  0.2340  0.3112  0.3871  0.2438  0.4037  0.3020  0.2474  0.3432  0.2248    1.89     NNE  0.529
checkerboard-4__capsule-button__rest-tint-orange calibration web     0.4275  0.2793  0.1521  0.0101  0.0079  0.0013  0.0014  0.0003  0.0015  0.0118  0.0076  0.0094  0.2428  0.2703  0.2083  0.3202  0.1822  968.79      NW  0.001
checkerboard-8__capsule-button__rest-tint-orange calibration native  0.4345  0.3239  0.1013  0.1042  0.0784  0.4731  0.0969  0.1714  0.1510  0.3123  0.4668  0.4181  0.4871  0.1324  0.4905  0.4693  0.5164    6.59     NNW  0.152
checkerboard-8__capsule-button__rest-tint-orange calibration web     0.4275  0.2793  0.0312  0.0089  0.0079  0.0013  0.0013  0.0003  0.0014  0.0117  0.0075  0.0100  0.2589  0.0693  0.4973  0.4604  0.5091 1858.61     NNW  0.001
checkerboard-32__capsule-button__rest-tint-orange calibration native  0.4343  0.3219  0.5472  0.5224  0.5288  0.4996  0.0637  0.0962  0.0705  0.3138  0.5209  0.5148  0.5195  0.0832  0.0460  0.0862  0.0563   11.88     NNE  0.084
checkerboard-32__capsule-button__rest-tint-orange calibration web     0.4275  0.2791  0.2854  0.0227  0.0079  0.0013  0.0014  0.0003  0.0015  0.0118  0.0076  0.0215  0.2706  0.0384  0.0077  0.0103  0.0078  829.12     NNE  0.001
checkerboard-64__capsule-button__rest-tint-orange calibration native  0.4354  0.4167  0.0199  0.0018  0.0125  0.0443  0.0454  0.0800  0.0512  0.3962  0.0192  0.0016  0.0131  0.0437  0.0439  0.0843  0.0484  256.10       N  0.004
checkerboard-64__capsule-button__rest-tint-orange calibration web     0.4275  0.4154  0.0059  0.0073  0.0066  0.0013  0.0014  0.0003  0.0015  0.0089  0.0063  0.0074  0.0059  0.0057  0.0065  0.0082  0.0067 1200.53       N  0.001
impulse__rrect-sm__rest                  calibration native  0.0069  0.0152  0.0007  0.0000  0.0007  0.0127  0.0095  0.0091  0.0104  0.0143  0.0007  0.0000  0.0007  0.0127  0.0095  0.0091  0.0104 2139.37       N  0.000
impulse__rrect-sm__rest                  calibration web     0.0037  0.0024  0.0017  0.0013  0.0012  0.0020  0.0002 -0.0000  0.0001  0.0022  0.0013  0.0014  0.0017  0.0023  0.0014  0.0009  0.0015     inf       N -0.000
impulse__rrect-ml__rest                  calibration native  0.0071  0.0146  0.0009  0.0005  0.0012  0.0144  0.0122  0.0109  0.0124  0.0146  0.0009  0.0004  0.0012  0.0144  0.0128  0.0106  0.0120   34.91       S  0.029
impulse__rrect-ml__rest                  calibration web     0.0425  0.0272  0.0129  0.0179  0.0143  0.0231  0.0030  0.0004  0.0028  0.0246  0.0136  0.0171  0.0134  0.0249  0.0144  0.0186  0.0145   70.85       N  0.014
impulse__rrect-lg__rest                  calibration native  0.0052  0.0115  0.0004  0.0001  0.0006  0.0104  0.0096  0.0091  0.0095  0.0115  0.0004  0.0000  0.0006  0.0104  0.0096  0.0092  0.0097  256.41       S  0.004
