== apple-macos-26.5-1x-light-standard / css  fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w26/g2/cand/web-captures
scene                                        set           bodyN   bodyW |                  rim native T/B/L/R |                     rim web T/B/L/R | clipN
photo__capsule-button__rest-tint-orange-half calibration  0.4303  0.4565 | +0.1644 +0.1648     -       -   | +0.0541 -0.0067     -       -   |  0.00  0.00   -     -  
checkerboard__capsule-button__rest-tint-blue validation   0.1950  0.2041 | +0.2167 +0.2163     -       -   | +0.1021 -0.0002     -       -   |  0.00  0.00   -     -  
photo__rrect-md__rest-tint-orange            validation   0.3607  0.3618 | +0.1583 +0.1610 +0.1690 +0.1846 | +0.0419 -0.0000 +0.0419 -0.0000 |  0.00  0.00  0.00  0.00
checkerboard-4__rrect-sm__rest               unassigned   0.6053  0.6862 | +0.1973 +0.1973 +0.1974 +0.1974 | +0.0734 -0.0006 +0.0721 -0.0018 |  0.00  0.00  0.00  0.00
checkerboard-4__capsule-button__rest         unassigned   0.6059  0.6819 | +0.1928 +0.1928     -       -   | +0.0802 -0.0003     -       -   |  0.00  0.00   -     -  
checkerboard-4__rrect-md__rest               unassigned   0.6781  0.6972 | +0.1761 +0.1761 +0.1757 +0.1755 | +0.0762 +0.0009 +0.0745 +0.0009 |  0.00  0.00  0.00  0.00
checkerboard-4__rrect-ml__rest               unassigned   0.6921  0.6967 | +0.1725 +0.1726 +0.1738 +0.1739 | +0.0753 +0.0017 +0.0753 +0.0017 |  0.00  0.00  0.00  0.00
checkerboard-4__rrect-lg__rest               unassigned   0.7057  0.6967 | +0.1700 +0.1703 +0.1711 +0.1715 | +0.0767 +0.0017 +0.0767 +0.0017 |  0.00  0.00  0.00  0.00
checkerboard-8__rrect-sm__rest               unassigned   0.6116  0.6844 | +0.1848 +0.1848 +0.3382 +0.0593 | +0.0763 -0.0005 -0.2118 +0.1379 |  0.00  0.00  0.00  0.00
checkerboard-8__capsule-button__rest         unassigned   0.6104  0.6814 | +0.1865 +0.1865     -       -   | +0.0811 +0.0014     -       -   |  0.00  0.00   -     -  
checkerboard-8__rrect-md__rest               unassigned   0.6791  0.6981 | +0.1751 +0.1741 +0.1930 +0.1562 | +0.0735 -0.0009 +0.0719 +0.0032 |  0.00  0.00  0.00  0.00
checkerboard-8__rrect-ml__rest               unassigned   0.6905  0.6958 | +0.1736 +0.1740 +0.1759 +0.1757 | +0.0722 -0.0002 +0.0459 +0.0166 |  0.00  0.00  0.00  0.00
checkerboard-8__rrect-lg__rest               unassigned   0.7033  0.6943 | +0.1704 +0.1708 +0.1713 +0.1692 | +0.0744 +0.0007 +0.0806 -0.0082 |  0.00  0.00  0.00  0.00
checkerboard-32__rrect-sm__rest              unassigned   0.6202  0.6856 | +0.1915 +0.1697 +0.4689 -0.0951 | +0.0711 -0.0043 +0.4291 -0.1864 |  0.00  0.00  0.00  0.00
checkerboard-32__capsule-button__rest        unassigned   0.6214  0.6818 | +0.1830 +0.1707     -       -   | +0.0779 +0.0041     -       -   |  0.00  0.00   -     -  
checkerboard-32__rrect-md__rest              unassigned   0.6823  0.6987 | +0.1682 +0.1748 +0.0795 +0.2660 | +0.0720 +0.0005 +0.1756 -0.1166 |  0.00  0.00  0.00  0.00
checkerboard-32__rrect-ml__rest              unassigned   0.6887  0.6985 | +0.1763 +0.1728 +0.2361 +0.1111 | +0.0655 +0.0011 -0.0087 +0.0920 |  0.00  0.00  0.00  0.00
checkerboard-32__rrect-lg__rest              unassigned   0.6972  0.6987 | +0.1697 +0.1766 +0.1487 +0.1969 | +0.0717 +0.0020 +0.1200 -0.0533 |  0.00  0.00  0.00  0.00
checkerboard-64__rrect-sm__rest              unassigned   0.9660  0.9444 | +0.0679 +0.0679 +0.0338 +0.0338 | +0.0131 +0.0044 +0.0144 -0.2738 |  1.00  1.00  0.00  0.00
checkerboard-64__capsule-button__rest        unassigned   0.6224  0.7191 | +0.4912 +0.4912     -       -   | +0.4402 +0.4284     -       -   |  0.00  0.00   -     -  
checkerboard-64__rrect-md__rest              unassigned   0.6571  0.6830 | +0.5161 +0.5153 -0.0682 -0.0682 | -0.0431 -0.1176 -0.3473 -0.4725 |  0.00  0.00  0.00  0.00
checkerboard-64__rrect-ml__rest              unassigned   0.6760  0.6923 | +0.2568 +0.2508 -0.1702 -0.1702 | +0.1083 +0.0418 +0.5042 +0.4880 |  0.00  0.00  0.00  0.00
checkerboard-64__rrect-lg__rest              unassigned   0.6888  0.6954 | +0.2225 +0.2109 +0.2950 +0.2947 | +0.1858 +0.1299 +0.5064 +0.4909 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-sm__rest            unassigned   0.8013  0.8196 | +0.1378 +0.1367 +0.1001 +0.1804 | +0.0380 -0.0013 -0.1085 +0.0683 |  0.00  0.00  0.00  0.00
checkerboard-lc16__capsule-button__rest      unassigned   0.8010  0.8144 | +0.1423 +0.1430     -       -   | +0.0407 +0.0043     -       -   |  0.00  0.00   -     -  
checkerboard-lc16__rrect-md__rest            unassigned   0.7891  0.8048 | +0.1453 +0.1430 +0.1688 +0.1213 | +0.0413 -0.0003 +0.0408 +0.0006 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-ml__rest            unassigned   0.7993  0.8008 | +0.1423 +0.1424 +0.1460 +0.1403 | +0.0450 +0.0012 +0.0243 +0.0150 |  0.00  0.00  0.00  0.00
checkerboard-lc16__rrect-lg__rest            unassigned   0.8095  0.8003 | +0.1414 +0.1406 +0.1345 +0.1464 | +0.0440 +0.0031 +0.0265 +0.0226 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-sm__rest                    unassigned   0.6710  0.7633 | +0.1204 +0.1799 +0.1174 +0.1359 | +0.2349 -0.1078 +0.0390 +0.0196 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-md__rest                    unassigned   0.7422  0.7605 | +0.1318 +0.1116 +0.1111 +0.2452 | -0.2440 +0.0817 -0.0013 +0.2594 |  0.00  0.00  0.00  0.00
hc-text-7__rrect-lg__rest                    unassigned   0.8099  0.7880 | +0.1538 +0.1388 +0.0723 +0.3226 | +0.1502 -0.0263 -0.0604 +0.3360 |  0.00  0.00  0.00  0.34
hc-text-28__rrect-sm__rest                   unassigned   0.7195  0.6809 | -0.0216 +0.1284 -0.0518 -0.0518 | +0.5328 +0.5851 -0.2243 -0.3086 |  0.00  0.00  0.00  0.00
hc-text-28__rrect-md__rest                   unassigned   0.7028  0.7673 | +0.1791 +0.2721 +0.1122 +0.1360 | +0.3396 +0.2025 +0.0213 +0.3501 |  0.00  0.00  0.00  0.00
hc-text-28__rrect-lg__rest                   unassigned   0.7989  0.8025 | +0.2224 +0.2405 +0.1354 +0.3776 | +0.2896 -0.2611 -0.0466 +0.3069 |  0.00  0.00  0.00  0.80
hc-text__rrect-sm__rest                      unassigned   0.7437  0.7731 | +0.0721 -0.0141 -0.1078 -0.1078 | -0.4659 -0.5126 -0.2419 -0.3081 |  0.00  0.00  0.00  0.00
hc-text__rrect-lg__rest                      unassigned   0.8091  0.7916 | +0.0260 +0.0550 +0.0738 +0.2969 | +0.2478 +0.2235 -0.0532 +0.3275 |  0.00  0.03  0.00  0.44
light-solid__rrect-sm__rest                  unassigned   0.9666  0.9741 | +0.0586 +0.0586 +0.0586 +0.0586 | +0.0006 +0.0000 +0.0006 +0.0000 |  1.00  1.00  1.00  1.00
light-solid__rrect-lg__rest                  unassigned   0.9324  0.9322 | +0.0962 +0.0962 +0.0962 +0.0962 | +0.0093 +0.0008 +0.0093 +0.0008 |  0.00  0.00  0.00  0.00
dark-solid__rrect-sm__rest                   unassigned   0.0110  0.0117 | +0.0201 +0.0201 +0.0201 +0.0201 | +0.0036 +0.0000 +0.0036 +0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-lg__rest                   unassigned   0.5022  0.5004 | +0.2253 +0.2251 +0.2270 +0.2265 | +0.1534 +0.0049 +0.1534 +0.0049 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-sm__rest               unassigned   0.4397  0.4678 | +0.2425 +0.2425 +0.2425 +0.2425 | +0.1630 -0.0000 +0.1630 -0.0000 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-md__rest               unassigned   0.5584  0.5766 | +0.2072 +0.2072 +0.2083 +0.2083 | +0.1183 +0.0020 +0.1183 +0.0020 |  0.00  0.00  0.00  0.00
mid-dark-solid__rrect-lg__rest               unassigned   0.5825  0.5751 | +0.2038 +0.2036 +0.2050 +0.2048 | +0.1212 +0.0050 +0.1212 +0.0050 |  0.00  0.00  0.00  0.00
checkerboard-4__capsule-button__rest-tint-orange unassigned   0.3514  0.3664 | +0.1688 +0.1688     -       -   | +0.0423 +0.0000     -       -   |  0.00  0.00   -     -  
checkerboard-8__capsule-button__rest-tint-orange unassigned   0.3515  0.3665 | +0.1694 +0.1694     -       -   | +0.0421 -0.0001     -       -   |  0.00  0.00   -     -  
checkerboard-32__capsule-button__rest-tint-orange unassigned   0.3526  0.3664 | +0.1672 +0.1680     -       -   | +0.0423 +0.0000     -       -   |  0.00  0.00   -     -  
checkerboard-64__capsule-button__rest-tint-orange unassigned   0.3529  0.3618 | +0.2308 +0.2308     -       -   | +0.0419 +0.0000     -       -   |  0.00  0.00   -     -  
impulse__rrect-sm__rest                      unassigned   0.0069  0.0037 | +0.0159 +0.0159 +0.0139 +0.0139 | +0.0024 -0.0000 +0.0024 -0.0000 |  0.00  0.00  0.00  0.00
impulse__rrect-ml__rest                      unassigned   0.4404  0.4669 | +0.2369 +0.2369 +0.2546 +0.2541 | +0.1715 +0.0018 +0.1513 +0.0018 |  0.00  0.00  0.00  0.00
impulse__rrect-lg__rest                      unassigned   0.4517  0.4671 | +0.2343 +0.2342 +0.2362 +0.2358 | +0.1508 +0.0013 +0.1533 +0.0013 |  0.00  0.00  0.00  0.00
dark-solid__rrect-48__rest                   unassigned   0.0110  0.0138 | +0.0201 +0.0201 +0.0201 +0.0201 | +0.0048 -0.0000 +0.0048 +0.0000 |  0.00  0.00  0.00  0.00
dark-solid__rrect-64__rest                   unassigned   0.0110  0.2913 | +0.0201 +0.0201 +0.0201 +0.0201 | +0.1059 +0.0009 +0.1059 +0.0009 |  0.00  0.00  0.00  0.00
dark-solid__rrect-80__rest                   unassigned   0.4739  0.4788 | +0.2266 +0.2266 +0.2278 +0.2278 | +0.1662 +0.0011 +0.1662 +0.0011 |  0.00  0.00  0.00  0.00
dark-solid__rrect-ml__rest                   unassigned   0.4910  0.5012 | +0.2272 +0.2272 +0.2289 +0.2289 | +0.1519 +0.0033 +0.1519 +0.0033 |  0.00  0.00  0.00  0.00
dark-solid__rrect-md-clear20__rest           unassigned   0.3351  0.3498 | -0.6468 +0.2893 -0.0232 -0.1228 | -0.6761 +0.3062 -0.0637 -0.0000 |  0.00  0.00  0.00  0.00

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/packages/calibration/results/2026-09-10-w26-heavy-width/g2/canonical-reads/apple-macos-26.5-1x-light-standard-css-after.json
